title,appln_auth,appln_nr,appln_kind,appln_filing_date,appln_filing_year,appln_nr_original,ipr_type
Fluid -bed disinfection and isolation storehouse,CN,201620924668,U ,2016-08-24 00:00:00,2016.0,201620924668,UM
CELL PENETRATING PEPTIDES AND RELATED COMPOSITIONS AND METHODS,WO,2018050781,W ,2018-07-27 00:00:00,2018.0,AU2018/050781,PI
Industrial wastewater treatment microbial inoculum and preparation method thereof,CN,201711299468,A ,2017-12-08 00:00:00,2017.0,201711299468,PI
LIPOSOMAL COMPOSITIONS AND SOLID ORAL DOSAGE FORMS COMPRISING THE SAME,CN,201880020127,A ,2018-04-03 00:00:00,2018.0,,PI
Method for preparing alpha-amylase and dedicated strain thereof and related protein,CN,201210210022,A ,2012-06-19 00:00:00,2012.0,2012102100221,PI
Artificial joint prosthesis with bionic function,CN,201910159554,A ,2019-03-04 00:00:00,2019.0,201910159554,PI
Loop-mediated isothermal amplification method for detecting lyme disease spirochete,CN,201210157254,A ,2012-05-18 00:00:00,2012.0,2012101572545,PI
STABILIZED HYDROPHOBIC NANOPARTICLES FOR ULTRASOUND IMAGING,WO,2021049518,W ,2021-09-08 00:00:00,2021.0,US2021/049518,PI
Tongue depressor with light source,CN,201220088129,U ,2012-03-09 00:00:00,2012.0,2012200881299,UM
Traditional Chinese medicine used for treating hypertension,CN,201310637102,A ,2013-12-04 00:00:00,2013.0,201310637102X,PI
Isolation device for endoscopy,CN,202020116659,U ,2020-01-19 00:00:00,2020.0,202020116659,UM
HETEROCYCLIC COMPOUND AND USE THEREOF INHIBITOR OF PHOSPHODIESTERASE 10A,EP,11816444,A ,2011-08-09 00:00:00,2011.0,11816444,PI
STERILIZING DEVICE AND METHOD FOR MEASURING HYDROGEN PEROXIDE CONCENTRATION OF STERILIZING DEVICE,WO,2016015521,W ,2016-12-29 00:00:00,2016.0,KR2016/015521,PI
Medicine composition for preventing and curing prostatic diseases,CN,201210055473,A ,2012-03-06 00:00:00,2012.0,2012100554732,PI
Anal tube fixing device capable of preventing pollution and leakage and reserving clysis,CN,202011262054,A ,2020-11-12 00:00:00,2020.0,202011262054,PI
Preparation method of acryloyl glycinamide-phenylboronic acid-based sugar-sensitive microneedle,CN,202110732037,A ,2021-06-30 00:00:00,2021.0,202110732037,PI
Blood drawing baffle device for pediatric nursing,CN,201920766463,U ,2019-05-24 00:00:00,2019.0,201920766463,UM
Disinfection instrument for animal epidemic prevention,CN,202121973404,U ,2021-08-22 00:00:00,2021.0,202121973404,UM
"19-nor C3, 3-disubstituted C21-C-bound heteroaryl steroids and methods of use thereof",US,201916507214,A ,2019-07-10 00:00:00,2019.0,16507214,PI
Foot bottom massage device,CN,201420464998,U ,2014-08-18 00:00:00,2014.0,2014204649986,UM
PROTECTION PLATE FOR SPINAL SURGERY,WO,2017012327,W ,2017-11-02 00:00:00,2017.0,KR2017/012327,PI
Aerosol inhaler for nursing,CN,201922270599,U ,2019-12-17 00:00:00,2019.0,201922270599,UM
METHOD FOR DETECTING THYROID CANCER,JP,2013147286,A ,2013-07-16 00:00:00,2013.0,2013147286,PI
System and method for indentifying rotors in fractionated signals in persistent atrial fibrillation ablation,US,201414474302,A ,2014-09-02 00:00:00,2014.0,14474302,PI
Amplified primer of pleurotus mitochondrial nad4L gene and application thereof in identifying pleurotus species,CN,201910663593,A ,2019-07-23 00:00:00,2019.0,201910663593,PI
Method for enhancing RNA (Ribonucleic Acid) virus infection defending performance of monocotyledon plants,CN,201811493466,A ,2018-12-07 00:00:00,2018.0,201811493466,PI
"Method, device and equipment for atrial fibrillation detection on basis of tree model, and storage medium",CN,201911295738,A ,2019-12-16 00:00:00,2019.0,201911295738,PI
Instrument cleaning and transferring trolley for disinfection and supply center,CN,202022656311,U ,2020-11-17 00:00:00,2020.0,202022656311,UM
Traditional Chinese medicinal composition for treating lung yin deficiency,CN,201410005485,A ,2014-01-07 00:00:00,2014.0,2014100054853,PI
Anti-choking suction tube,CN,201510367181,A ,2015-06-29 00:00:00,2015.0,2015103671816,PI
"LAMP primer set, kit and preparation for detecting treponema pallidum",CN,201710707221,A ,2017-08-17 00:00:00,2017.0,201710707221,PI
LAYER-BY-LAYER NANOPARTICLES FOR CYTOKINE THERAPY IN CANCER TREATMENT,WO,2018058177,W ,2018-10-30 00:00:00,2018.0,US2018/058177,PI
Airborne stretcher with rescue working box body,CN,201410381045,A ,2014-08-05 00:00:00,2014.0,2014103810458,PI
Placing box for thermometers,CN,202121152407,U ,2021-05-26 00:00:00,2021.0,202121152407,UM
Microalgae sterile culture device and method suitable for mixotrophic culture,CN,201810903868,A ,2018-08-09 00:00:00,2018.0,201810903868,PI
Cell factory operation pipeline system,CN,201320554992,U ,2013-09-06 00:00:00,2013.0,2013205549923,UM
Nursing and disinfecting device for department of stomatology,CN,202023229581,U ,2020-12-28 00:00:00,2020.0,202023229581,UM
Recombinant plasmid capable of expressing soluble human papilloma virus 16 subtype L1 protein and expression method thereof,CN,201510887156,A ,2015-12-07 00:00:00,2015.0,2015108871560,PI
Poultry animal doctor is with baoding treatment bed,CN,201720130669,U ,2017-02-14 00:00:00,2017.0,201720130669,UM
Nucleic acid extraction divides liquid device,CN,201820606420,U ,2018-04-25 00:00:00,2018.0,201820606420,UM
Preparation method and application of exosome-loaded electric signal and chemical signal double-conduction hydrogel stent,CN,202111327759,A ,2021-11-10 00:00:00,2021.0,202111327759,PI
Driving device and exoskeleton robot applying same,CN,202010706488,A ,2020-07-21 00:00:00,2020.0,202010706488,PI
METHOD FOR SELECTING ALLOSTERIC REGULATORS OF CLASS III G PROTEIN-COUPLED RECEPTORS,EP,04742696,A ,2004-05-11 00:00:00,2004.0,04742696,PI
Functional nutrient enhancer composition and preparation method thereof,CN,201710557598,A ,2017-07-10 00:00:00,2017.0,201710557598,PI
Hypoglycemia monitoring alarm method and device suitable for diabetic patients after medicine taking,CN,201910261168,A ,2019-04-02 00:00:00,2019.0,201910261168,PI
Bedside sputum suction nursing box,CN,201220025336,U ,2012-01-19 00:00:00,2012.0,201220025336X,UM
Tissue adhesive injection device for treatment of gastric fundus variceal vascular rupture,CN,201811287863,A ,2018-10-31 00:00:00,2018.0,201811287863,PI
CULTURE CONTAINER FOR ADHERENT CELLS AND METHOD FOR PRODUCING CULTURE CONTAINER FOR ADHERENT CELLS,WO,2011005590,W ,2011-10-04 00:00:00,2011.0,JP2011/005590,PI
"SNP FOR DIAGNOSING ADHD, MICROARRAY AND KIT COMPRISING THE SAME, AND METHOD OF DIAGNOSING ADHD USING THEREOF",KR,20110094918,A ,2011-09-20 00:00:00,2011.0,1020110094918,PI
Intelligentized onychomycosis diagnosis and treatment system,CN,201510216020,A ,2015-04-30 00:00:00,2015.0,2015102160207,PI
"METHOD FOR MANUFACTURING SUTURE ANCHORS BY USING SUTURE, AND SUTURE ANCHORS MANUFACTURED THEREBY",WO,2019005111,W ,2019-04-27 00:00:00,2019.0,,PI
FLOAT FOR LIQUID-LIKE WASTE TREATING SYSTEM,JP,2000004383,A ,2000-01-13 00:00:00,2000.0,2000004383,PI
Cardiopulmonary defibrillation training device,CN,201420819907,U ,2014-12-23 00:00:00,2014.0,2014208199076,UM
SNP molecular markers used in chromosome 6 of pig for traceability and application thereof,CN,201510783471,A ,2015-11-16 00:00:00,2015.0,2015107834719,PI
Hybrid Molecule Having Mixed Retinoic Acid Receptor Agonism and Histone Deacetylase Inhibitory Properties,US,201314059118,A ,2013-10-21 00:00:00,2013.0,14059118,PI
Disposable extracorporeal circulation blood tube set,CN,201120058535,U ,2011-03-08 00:00:00,2011.0,2011200585356,UM
Auxiliary standing tool for cerebral palsy children,CN,202120838099,U ,2021-04-22 00:00:00,2021.0,202120838099,UM
Pearly -lustre bathtub,CN,201520770203,U ,2015-09-30 00:00:00,2015.0,2015207702039,UM
Pneumatic finger pulse measurement device,CN,201711046696,A ,2017-10-31 00:00:00,2017.0,201711046696,PI
Compound pesticide containing triflumizole and ningnanmycin,CN,201110039684,A ,2011-02-17 00:00:00,2011.0,2011100396842,PI
Portable intelligent breathing machine for newborns,CN,202011094261,A ,2020-10-14 00:00:00,2020.0,202011094261,PI
Underpants convenient to use,CN,201420282015,U ,2014-05-25 00:00:00,2014.0,2014202820157,UM
VARIANT TYPE HUMAN LYSOZYME,JP,28286691,A ,1991-10-29 00:00:00,1991.0,3282866,PI
Monoclonal antibody for resisting hepatitis B virus e antigen and application thereof,CN,202010449334,A ,2020-05-25 00:00:00,2020.0,202010449334,PI
Peritoneal dialysis tube fixing device,CN,202121648595,U ,2021-07-20 00:00:00,2021.0,202121648595,UM
Preparation and application of traditional Chinese medicine compound extract with whitening and freckle removing effects,CN,201110291367,A ,2011-09-30 00:00:00,2011.0,201110291367X,PI
Mung bean-derived drought resisting related protein VrERF1 as well as coding gene and application thereof,CN,201710191249,A ,2017-03-28 00:00:00,2017.0,201710191249,PI
Composition for prevention of losing hair or promotion of growing hair,KR,20180102773,A ,2018-08-30 00:00:00,2018.0,1020180102773,PI
Low-oxygen respiratory gas generating device,CN,201020522402,U ,2010-09-05 00:00:00,2010.0,2010205224025,UM
Electric drive-based digital microfluidic PCR chip device,CN,201710318692,A ,2017-05-08 00:00:00,2017.0,201710318692,PI
Pharmaceutical composition containing pseudo-ginseng polysaccharide extract and preparation method thereof,CN,202011071858,A ,2020-10-09 00:00:00,2020.0,202011071858,PI
Electrocardiosignal collecting wire,CN,201410050124,A ,2014-02-13 00:00:00,2014.0,2014100501240,PI
Self-reinforced hybrid hydrogel used for artificial muscles and preparation method thereof,CN,201310112803,A ,2013-04-02 00:00:00,2013.0,2013101128031,PI
Preparation method and application of electrochemical malathion biosensor based on bi-metal in-situ composite two-dimensional nanomaterial,CN,201610101741,A ,2016-02-25 00:00:00,2016.0,201610101741,PI
Method for preparing chitosan/heparinized graphene oxide composite multilayer film on medical magnesium alloy surface,CN,201710297089,A ,2017-04-28 00:00:00,2017.0,201710297089,PI
Horizontal rehabilitation training device for upper and lower limbs,CN,201510293442,A ,2015-06-02 00:00:00,2015.0,2015102934424,PI
METHOD AND FORMULATION FOR INHIBITING NATURALLY OCCURRING PHOSPHODIESTERASE,JP,2004091411,A ,2004-03-26 00:00:00,2004.0,2004091411,PI
METHOD FOR QUICKLY DETECTING CAMPYLOBACTER IN FECES,JP,2007249616,A ,2007-09-26 00:00:00,2007.0,2007249616,PI
FGF 21 A biomarker composition for diagnosing or prognosising thyroid cancer comprising FGF 21,KR,20180103488,A ,2018-08-31 00:00:00,2018.0,1020180103488,PI
Special comfortable ice compress device for thyroid surgery,CN,201921289858,U ,2019-08-09 00:00:00,2019.0,201921289858,UM
Monoclonal antibodies against melanocytes,US,84063286,A ,1986-03-17 00:00:00,1986.0,840632,PI
"NOVEL POLYPEPTIDE, A MICROTUBULIN HELPER FACTOR 9 AND POLYNUCLEOTIDE ENCODING IT",WO,0100387,W ,2001-03-23 00:00:00,2001.0,CN0100387,PI
Sodium hyaluronate compound adipose-derived stem cell condition culture medium freeze-drying preparation,CN,201910518686,A ,2019-06-15 00:00:00,2019.0,201910518686,PI
Combined matrix for sewage treatment of subsurface wetland and treatment system,CN,202110803814,A ,2021-07-15 00:00:00,2021.0,202110803814,PI
POLARIZATION-BASED FLUORESCENT NUCLEIC ACID DETECTION,WO,2017024328,W ,2017-03-27 00:00:00,2017.0,US2017/024328,PI
SULFONAMIDES AS OREXIN ANTAGONISTS,EP,09703156,A ,2009-01-12 00:00:00,2009.0,09703156,PI
Biologically active peptides structurally related to regions within growth hormones,US,50102483,A ,1983-06-04 00:00:00,1983.0,501024,PI
Nano copper hydroxide electrode applied to glucose detection and preparation method thereof,CN,201710251780,A ,2017-04-18 00:00:00,2017.0,201710251780,PI
Massage telecontrol equipment and grappling fixture massager,CN,201720708723,U ,2017-06-16 00:00:00,2017.0,201720708723,UM
Drainage sealing device for infection focus of knee joint cavity,CN,202121299207,U ,2021-06-09 00:00:00,2021.0,202121299207,UM
"NEW OLIGOPEPTIDE, AGENT FOR INHIBITING ANGIOTENSEN CONVERTING ENZYME AND HYPOTENSOR",JP,5374091,A ,1991-02-27 00:00:00,1991.0,3053740,PI
Traditional Chinese medicine formula for preventing and treating initial infectious diseases of respiratory systems,CN,202011424210,A ,2020-12-09 00:00:00,2020.0,202011424210,PI
"Stent, interventional medical device and interventional medical system",CN,201810405037,A ,2018-04-28 00:00:00,2018.0,,PI
Adeno-associated virus capsid polypeptides and vectors,TW,110106754,A ,2021-02-25 00:00:00,2021.0,110106754,PI
Biosensor for detecting UDG based on DNA nano machine,CN,202011230237,A ,2020-11-06 00:00:00,2020.0,202011230237,PI
Rapid hemostasis device for general surgery department operation,CN,202121865152,U ,2021-08-11 00:00:00,2021.0,202121865152,UM
Functional composition for strengthening yang and tonifying kidney and preparation method and application thereof,CN,201810730870,A ,2018-07-05 00:00:00,2018.0,201810730870,PI
Extraction method of kelp polyphenol,CN,201911127661,A ,2019-11-18 00:00:00,2019.0,201911127661,PI
Air cushion air valve and inflatable mattress,CN,202110996554,A ,2021-08-27 00:00:00,2021.0,202110996554,PI
Detection method and device for magnetopneumogram,CN,201510704942,A ,2015-10-26 00:00:00,2015.0,2015107049422,PI
"Medical image processing method, focus type identification method and related product",CN,202111138442,A ,2021-09-27 00:00:00,2021.0,202111138442,PI
Use of human MIR421 in preparation of preparations for diagnosing and treating prostate cancer,CN,201510442255,A ,2015-07-24 00:00:00,2015.0,201510442255,PI
Drainage bag with alarm function,CN,201320785634,U ,2013-12-04 00:00:00,2013.0,2013207856343,UM
CHIMERIC CHEMOKINE-ANTIGEN POLYPEPTIDES AND USES THEREFOR,WO,0016598,W ,2000-06-16 00:00:00,2000.0,US0016598,PI
Electrochemical immunosensor for detecting amphenylarsonic acid and preparation method thereof,CN,202111476487,A ,2021-12-06 00:00:00,2021.0,202111476487,PI
Traditional Chinese medicine for chronic hepatitis treatment,CN,201210304725,A ,2012-08-25 00:00:00,2012.0,2012103047250,PI
Method for rapidly preparing galactomannan oligosaccharide enzymatic hydrolysate by utilizing high-concentration guar gum solution,CN,201510174562,A ,2015-04-14 00:00:00,2015.0,2015101745622,PI
Special medical device for blood drawing,CN,201310569130,A ,2013-11-15 00:00:00,2013.0,2013105691302,PI
Laboratory vacuum sterilizing tank,CN,201710678179,A ,2017-08-10 00:00:00,2017.0,201710678179,PI
Waterproof and leakage-proof menstrual period physiological trousers,CN,202120249911,U ,2021-01-29 00:00:00,2021.0,202120249911,UM
Porcine parvovirus microdroplet number PCR absolute quantitative detection kit,CN,201710845526,A ,2017-09-19 00:00:00,2017.0,201710845526,PI
Preparation method of rehmannia protoplast,CN,201910081596,A ,2019-01-28 00:00:00,2019.0,201910081596,PI
Aerobic mechanical stirring fermentation primary seed tank,CN,201922096826,U ,2019-11-29 00:00:00,2019.0,201922096826,UM
Method for preparing oxidized cellulose,CN,200910310491,A ,2009-11-26 00:00:00,2009.0,2009103104919,PI
Multifunctional nursing shelf for cardiology department,CN,201611119144,A ,2016-12-08 00:00:00,2016.0,201611119144,PI
Method for inhibiting biological synthesis of soybean isoflavone by using ultrasonic treatment,CN,201410358999,A ,2014-07-25 00:00:00,2014.0,2014103589997,PI
Stabilizing Mutants of Prefusion Sars-Cov-2 (Covid-19) Spike Protein And Improved Yeast Surface Display Engineering Platform For The Same,US,202117318719,A ,2021-05-12 00:00:00,2021.0,17318719,PI
Syringe needle dispenses with one -way filtration,CN,201620505974,U ,2016-05-27 00:00:00,2016.0,201620505974,UM
Hemodialysis forearm fixing device,CN,201721634211,U ,2017-11-30 00:00:00,2017.0,201721634211,UM
RECOMBINANT EXPRESSION OF CHLAMYDIA MOMP ANTIGEN,WO,2015060780,W ,2015-11-16 00:00:00,2015.0,US2015/060780,PI
Electric stair climbing wheelchair,CN,201310383550,A ,2013-08-30 00:00:00,2013.0,2013103835501,PI
Oxygen mask with pressure bladder,CN,201620413042,U ,2016-05-09 00:00:00,2016.0,201620413042,UM
Framework mechanism for automatic massage chair and automatic massage chair,CN,201711071985,A ,2017-11-04 00:00:00,2017.0,201711071985,PI
Ablation tool array device for tissue resection and control method thereof,CN,202111207075,A ,2021-10-18 00:00:00,2021.0,202111207075,PI
Flexible surgical tool system adopting constrained structure bone,CN,201610797612,A ,2016-08-31 00:00:00,2016.0,201610797612,PI
"Supercritical extract of fresh Cordyceps sinensis, and preparation method and application thereof",CN,201710943387,A ,2017-10-11 00:00:00,2017.0,201710943387,PI
A SYSTEM AND METHOD PROVIDING FOR USER INTERVENTION IN A DIABETES CONTROL ARRANGEMENT,EP,06754124,A ,2006-06-03 00:00:00,2006.0,06754124,PI
Tantalum nanocomposite and lymphatic tracer and radiotherapy sensitizer containing tantalum nanocomposite,CN,202111203003,A ,2021-10-15 00:00:00,2021.0,202111203003,PI
Mesh-division type oxygen mask,CN,201220281065,U ,2012-06-07 00:00:00,2012.0,2012202810654,UM
"BASE SEQUENCE OF pbp1 GENE OF CLINICAL ISOLATE OF HELICOBACTER PYLORI, ASSOCIATED WITH RESISTANCE TO AMOXICILLIN OF b-LACTAM-BASED ANTIBIOTIC, VARIATION OF AMINO ACID SEQUENCE BASED THEREON, VARIANT OF HELICOBACTER PYLORI HAVING THE VARIATION, DIAGNOSIS THEREOF AND METHOD FOR UTILIZING THE SAME FOR DEVELOPMENT OF THERAPEUTIC METHOD",JP,2002292548,A ,2002-10-04 00:00:00,2002.0,2002292548,PI
Flat foot screening device,CN,201020203422,U ,2010-05-26 00:00:00,2010.0,2010202034226,UM
Novel abietane-type diterpene derivative as well as preparation method and application thereof,CN,201010204085,A ,2010-06-18 00:00:00,2010.0,2010102040857,PI
SYSTEM AND METHOD FOR EXCLUDING DAMAGE PET DATA DAMAGE DURING SIMULTANEOUS PET-MR ACQUISITION,JP,2008000890,A ,2008-01-08 00:00:00,2008.0,2008000890,PI
CREATION OF HEMOPHILIA A MODEL PIG,JP,2010102569,A ,2010-04-27 00:00:00,2010.0,2010102569,PI
Method of preparing apple-pear honey wine,CN,200910023653,A ,2009-08-20 00:00:00,2009.0,2009100236530,PI
Air purifying apparatus with CO2 monitoring function,CN,201010553659,A ,2010-11-22 00:00:00,2010.0,2010105536591,PI
Glutathione response photoacoustic probe as well as preparation method and application thereof,CN,202111317626,A ,2021-11-09 00:00:00,2021.0,202111317626,PI
Instrument for hallux valgus orthopedics,CN,202021791685,U ,2020-08-25 00:00:00,2020.0,202021791685,UM
Method and system for generating network-addiction TCM syndrome diagnostic scale,CN,201510047237,A ,2015-01-29 00:00:00,2015.0,201510047237X,PI
ELECTRONIC DEVICE AND A METHOD FOR MEASURING HEART RATE BASED ON AN INFRARED RAYS SENSOR USING THE SAME,KR,20160109101,A ,2016-08-26 00:00:00,2016.0,1020160109101,PI
Mould for anal fistula examination,CN,201320773750,U ,2013-11-28 00:00:00,2013.0,2013207737503,UM
Experiment device used for refraction development action of light on eyeballs,CN,201510777518,A ,2015-11-13 00:00:00,2015.0,2015107775180,PI
Methods of treating an osteolytic tumor and spinal cord injury by administering connexin (Cx) 43 hemichannel-binding antibodies,US,201716078990,A ,2017-02-27 00:00:00,2017.0,16078990,PI
"Novel 3,6-disubstituted-4,5,6,7-tetrahydro-1H- pyrazolo[3,4-c]pyridin-7-one compounds and preparation thereof",KR,20100041360,A ,2010-05-03 00:00:00,2010.0,1020100041360,PI
Reusable radial artery compression hemostat,CN,201822208706,U ,2018-12-27 00:00:00,2018.0,,UM
Electroencephalogram detection method and device using wavelet neural network,CN,201610554926,A ,2016-07-14 00:00:00,2016.0,201610554926,PI
Special position pad of thyroid surgery,CN,201720501361,U ,2017-05-08 00:00:00,2017.0,201720501361,UM
Composition for preventing alleviating or treating disorder associated with polycystic ovary syndrome comprising extract of Glycyrrhizae Radix et Rhizoma as effective component,KR,20170136028,A ,2017-10-19 00:00:00,2017.0,1020170136028,PI
Buckle type tourniquet,CN,201921036105,U ,2019-07-04 00:00:00,2019.0,201921036105,UM
Electro-Optical Magnetic Resonance Transducer,US,56812505,A ,2005-03-30 00:00:00,2005.0,11568125,PI
New cephalosporin derivatives and antibiotics containing the same.,ES,8603195,A ,1986-11-26 00:00:00,1986.0,8603195,PI
Multi-core metabolic imaging double-frequency head coil used for ultra-high field,CN,201710821697,A ,2017-09-13 00:00:00,2017.0,201710821697,PI
"SUBSTITUTED 5-AMINOTHIENO[2,3-C]PYRIDAZINE-6-CARBOXAMIDE ANALOGS AS POSITIVE ALLOSTERIC MODULATORS OF THE MUSCARINIC ACETYLCHOLINE RECEPTOR M4",EP,13751391,A ,2013-02-23 00:00:00,2013.0,13751391,PI
Pickering emulsion as well as preparation method thereof,CN,201410742071,A ,2014-12-08 00:00:00,2014.0,2014107420719,PI
Medical instrument storage box for nursing,CN,201922268527,U ,2019-12-17 00:00:00,2019.0,201922268527,UM
METHODS OF USING MICRORNA-26A TO PROMOTE ANGIOGENESIS,EP,12755531,A ,2012-03-09 00:00:00,2012.0,12755531,PI
THERAPEUTIC AGENT FOR HEPATITIS C,WO,2011051859,W ,2011-01-31 00:00:00,2011.0,JP2011/051859,PI
"Real-time monitoring method and device for oral feeding using three physiological indices (sucking, swallowing, and breathing) to evaluate the eating ability of the test subject",TW,105142463,A ,2016-12-21 00:00:00,2016.0,105142463,PI
"Prostate specific gene, PCGEM1, and methods of using PCGEM1 to detect, treat, and prevent prostate cancer",US,16672308,A ,2008-07-02 00:00:00,2008.0,12166723,PI
Body position fixing device for inspection of babies,CN,201811515136,A ,2018-12-12 00:00:00,2018.0,201811515136,PI
INSTRUMENT FOR MEASURING GLUCOSE CONCENTRATION,JP,2001236680,A ,2001-08-03 00:00:00,2001.0,2001236680,PI
Orthodontic device for depressing anterior teeth and guiding mandible forward,CN,202021832132,U ,2020-08-28 00:00:00,2020.0,202021832132,UM
Traditional Chinese medicinal composition for treating acne,CN,201711220963,A ,2017-11-29 00:00:00,2017.0,201711220963,PI
Compounds as cannabinoid receptor ligands,US,73242110,A ,2010-03-26 00:00:00,2010.0,12732421,PI
Method for preparing collagen peptide from animal cardiac tube,CN,201410398332,A ,2014-08-13 00:00:00,2014.0,201410398332X,PI
Detection method of miRNA and lateral flow chromatography test strip for detecting miRNA,CN,202110504905,A ,2021-05-10 00:00:00,2021.0,202110504905,PI
Integrated carbon capture and algae culture,CN,201180067105,A ,2011-12-09 00:00:00,2011.0,2011800671053,PI
"Clone, efficient expression and zymologic property research of Escherichia coli malic dehydrogenase (mdh) gene",CN,201010176334,A ,2010-05-19 00:00:00,2010.0,201010176334,PI
Infantile congenital muscle torticollis craniofacial and head and neck deformity orthosis,CN,202020647272,U ,2020-04-26 00:00:00,2020.0,202020647272,UM
NOVEL 20(S)-SULFONYLAMIDINE DERIVATIVES OF CAMPTOTHECIN AND THE USE THEREOF AS A POTENT ANTITUMOR AGENT,TW,103132504,A ,2014-09-19 00:00:00,2014.0,103132504,PI
Application of miR-378 biomarker in detection and diagnosis of gastric cancer,CN,201110022691,A ,2011-01-20 00:00:00,2011.0,2011100226911,PI
Reminding system for medicine taking,CN,201911343487,A ,2019-12-24 00:00:00,2019.0,201911343487,PI
Data acquisition system for ward body temperature measurement,CN,201611246357,A ,2016-12-29 00:00:00,2016.0,201611246357,PI
Gene Equation to Diagnose Rheumatoid Arthritis,US,55573404,A ,2004-05-10 00:00:00,2004.0,10555734,PI
"COMPOSITION FOR TREATING FINE DUST-CAUSED SKIN CELL DAMAGE OR FOR INHIBITING ANTIBACTERIAL PEPTIDE, COMPRISING HIBISCUS SYRIACUS EXTRACT",WO,2018009516,W ,2018-08-20 00:00:00,2018.0,KR2018/009516,PI
Detection kit and detection method for simultaneously detecting drifting loss or deposition of multiple spray fog drops,CN,201811120935,A ,2018-09-26 00:00:00,2018.0,201811120935,PI
IMMUNOTHERAPY OF BRAIN TUMOR USING GENETICIALLY ENGINEERED GD2-SPECIFIC T CELLS,EP,18190031,A ,2011-09-08 00:00:00,2011.0,18190031,PI
Postoperative rehabilitation device for obstetrical nursing,CN,202020816947,U ,2020-05-17 00:00:00,2020.0,202020816947,UM
Vitamin D3 fluorinated analogs,US,15806893,A ,1993-11-24 00:00:00,1993.0,158068,PI
Intermittent anti-task-over traction bed capable of supporting cervical vertebrae clinostatism,CN,201811207375,A ,2016-12-26 00:00:00,2016.0,201811207375,PI
Ilium bone screw locator,CN,201820493323,U ,2018-04-09 00:00:00,2018.0,201820493323,UM
PEPTIDES BINDING THE KLVFF-SEQUENCE OF AMYLOID BETA,EP,96940740,A ,1996-12-09 00:00:00,1996.0,96940740,PI
DATA AND POWER SYSTEM BASED ON CMOS BRIDGE,EP,09841252,A ,2009-03-06 00:00:00,2009.0,09841252,PI
Multiple PCR detection kit for Listeria monocytogenes and Listeria illichii,CN,201910502760,A ,2019-06-11 00:00:00,2019.0,201910502760,PI
Blood extraction arm support for hematology department nursing,CN,202022923346,U ,2020-12-08 00:00:00,2020.0,202022923346,UM
Light resistant infusion set,CN,201020179642,U ,2010-05-05 00:00:00,2010.0,201020179642X,UM
High-temperature sterilization equipment for gynecological nursing tools,CN,202022810593,U ,2020-11-30 00:00:00,2020.0,202022810593,UM
METHOD OF PREPARING ADHESIVE COMPOSITIONS FOR MEDICAL USE: SINGLE ADDITIVE AS BOTH THE THICKENING AGENT AND THE ACCELERATOR,WO,2009048130,W ,2009-06-22 00:00:00,2009.0,US2009/048130,PI
Arm-supporting type personal lumbar vertebra traction belt,CN,200810230479,A ,2008-10-20 00:00:00,2008.0,2008102304792,PI
"Quick constant-temperature detection method of yersinia enterocolitica, primer set and reagent kit",CN,202010017857,A ,2016-08-30 00:00:00,2016.0,202010017857,PI
Method for adopting ultrasonic waves for assisting deep-eutectic solvent in extracting smilax china flavonoid compound,CN,201810885414,A ,2018-08-06 00:00:00,2018.0,201810885414,PI
DEVICE FOR NOTIFYING DIAPER EXCHANGE TIME,JP,2004256298,A ,2004-08-06 00:00:00,2004.0,2004256298,PI
Folding upper limb rehabilitation actuator mechanism,CN,202120225534,U ,2021-01-27 00:00:00,2021.0,202120225534,UM
Composite antibacterial agent based on fluorescent conjugated polymer and upconversion nanometer material and using method thereof,CN,201610374619,A ,2016-05-31 00:00:00,2016.0,201610374619,PI
Cost-saving-obvious and efficiency-improving-obvious culturing medium for propagating early-maturing potato test-tube seedlings,CN,201510577065,A ,2015-09-13 00:00:00,2015.0,2015105770657,PI
Gene element for detecting frameshift mutation produced by cutting gene of CRISPR/Cas9 gene editing system and application,CN,201811320658,A ,2018-11-07 00:00:00,2018.0,201811320658,PI
"Method for preparing magnetic nano amino compound, and nucleic acid extraction method",CN,202010531285,A ,2020-06-11 00:00:00,2020.0,202010531285,PI
"METHODS FOR TREATING DRUG-RESISTANT HEPATITIS C VIRUS INFECTION WITH A 5,5-FUSED ARYLENE OR HETEROARYLENE HEPATITIS C VIRUS INHIBITOR",WO,2012031379,W ,2012-03-30 00:00:00,2012.0,US2012/031379,PI
Diaryl Urea Derivatives in the Treatment of Protein Kinase Dependent Diseases,US,58025904,A ,2004-11-26 00:00:00,2004.0,10580259,PI
Bio-impedance collecting device by using acoustic frequency means,CN,200510050760,A ,2005-07-19 00:00:00,2005.0,A2005100507604,PI
JAK1 SELECTIVE INHIBITORS,WO,2018051038,W ,2018-01-16 00:00:00,2018.0,EP2018/051038,PI
Bacillus megaterium and application thereof,CN,201410104044,A ,2014-03-19 00:00:00,2014.0,2014101040449,PI
Device for monitoring liquid level of Murphy's dropper of infusion device,CN,201420239841,U ,2014-05-12 00:00:00,2014.0,2014202398413,UM
Wheat stem rust resistance genes and methods of use,US,201615749971,A ,2016-08-03 00:00:00,2016.0,15749971,PI
High-speed infusion pump capable of being used for emergency treatment and using method thereof,CN,201911325423,A ,2019-12-20 00:00:00,2019.0,201911325423,PI
