doi,source_id,title_paper,title_patent,y_pred
10.1016/S0264-410X(03)00363-3,21376.0,Induction of immunity in swine by purified recombinant VP1 of foot-and-mouth disease virus,"Hybridoma cell line producing monoclonal antibodies against the foot-and-mouth disease virus, the monoclonal antibodies therefrom, and reagent and elisa kit comprising the same",1
10.1161/01.RES.81.4.611,23063.0,Role of angiotensin II in activation of the JAK/STAT pathway induced by acute pressure overload in the rat heart,COMBINED USE OF G-CSF WITH ANGIOGENETIC FACTOR,1
10.1007/s11248-020-00190-2,15300154802.0,Overexpression of the chitinase gene CmCH1 from Coniothyrium minitans renders enhanced resistance to Sclerotinia sclerotiorum in soybean,"Mosaic-virus resistance GsCAD1 gene separated from wild soybeans, encoded protein and application of GsCAD1 gene",1
10.3168/jds.2013-7568,32795.0,Rheological and structural properties of differently acidified and renneted milk gels,Multifunctional lactobacillus fermentum CCFM1051 for relieving PFOA toxicity and fermented foods and application thereof,1
10.1016/0024-3205(82)90681-6,20473.0,Alpha<inf>2</inf> adrenergic receptors are located prejunctionally in the Auerbach's plexus of the guinea pig small intestine: Direct demonstration by radioligand binding,SYSTEM AND METHOD FOR HOMOGENOUS GPCR PHOSPHORYLATION AND IDENTIFICATION OF BETA-2 ADRENERGIC RECEPTOR POSITIVE ALLOSTERIC MODULATORS,1
10.1128/jvi.62.9.3084-3091.1988,20250.0,Determination of the mutation rate of a retrovirus,CHIMERIC NEWCASTLE DISEASE VIRUSES AND USES THEREOF,1
10.1038/ki.1988.32,19992.0,Isolation by monoclonal antibody of intercalated cells of rabbit kidney,KIDNEY-SPECIFIC NOVEL ORGANIC ION TRANSPORTER,1
10.1016/S0169-409X(02)00181-3,19409.0,ATTEMPTS: A heparin/protamine-based triggered release system for the delivery of enzyme drugs without associated side-effects,Combination of Human derived Cell Permeable Peptide and Bioactive Peptide (TOPscovery) and Use Thereof,1
10.1080/10286020.2020.1786066,34545.0,"Synthesis, antitumor activity, and molecular docking of (−)-epigallocatechin-3-gallate-4β-triazolopodophyllotoxin conjugates",Traditional Chinese medicine for treating ulcerative colitis and preventing relapse of ulcerative colitis,1
10.1016/j.phytochem.2018.06.016,16534.0,Lycodine-type alkaloids and their glycosides from Lycopodiastrum casuarinoides,Fibrinolytic enzyme from gloydius intermedius venom and preparation method and application thereof,1
10.1016/j.jim.2008.08.004,21274.0,Detection of humoral response in patients with glioblastoma receiving EGFRvIII-KLH vaccines,Tert promoter mutations in gliomas and a subset of tumors,1
10.1016/j.bmcl.2007.10.074,25788.0,"Substituted 2-oxo-azepane derivatives are potent, orally active γ-secretase inhibitors",2-IMIDAZO-BENZOTHIAZOLES AS ADENOSINE RECEPTOR LIGANDS,1
10.1021/ja101280p,22680.0,Total synthesis of (+)-chaetocin and its analogues: Their histone methyltransferase g9a inhibitory activity,HISTONE DEACETYLASE INHIBITORS AND PROCESS FOR PRODUCING THE SAME,1
10.1016/j.gene.2020.144711,15636.0,Surgical angiogenesis modifies the cellular environment of nerve allografts in a rat sciatic nerve defect model,DECELLULARIZED NERVE ALLOGRAFTS,1
10.1038/s41467-022-35355-6,19700182758.0,An HSV-1-H129 amplicon tracer system for rapid and efficient monosynaptic anterograde neural circuit tracing,Method of reducing neuronal electrical activity with a potassium channel subunit,1
10.1016/0304-419X(88)90009-1,80280.0,Recognition and destruction of neoplastic cells by activated macrophages: discrimination of altered self,BRAIN-SPECIFIC GENE SIGNATURE OF TUMOR CELLS,1
10.1111/1348-0421.12049,20270.0,Anthocyanins from black soybean inhibit Helicobacter pylori-induced inflammation in human gastric epithelial AGS cells,Production of the antigenic epitope recombinant protein of Helicobacter pylori FlaA reactive to human antisera and its method,1
10.1186/cc9047,29914.0,Influence of genetic variations in TLR4 and TIRAP/Mal on the course of sepsis and pneumonia and cytokine release: An observational study in three cohorts,TOLL-LIKE RECEPTOR ASSAYS,1
10.1111/cas.14821,29187.0,Development of an optimal protocol for molecular profiling of tumor cells in pleural effusions at single-cell level,METHOD FOR DETERMINING CANCER GENE,1
10.1111/os.12006,21100199110.0,"Causes, treatment and prevention of esophageal fistulas in anterior cervical spine surgery.",Aroma-producing yeast capable of realizing high yield of beta-glucosaccharase and application thereof in alcohol-free apple beverage,1
10.1111/hel.12813,19724.0,Helicobacter pylori induces gastric cancer via down-regulating miR-375 to inhibit dendritic cell maturation,Helicobacter pylori-resistant vaccine by taking lactococcus lactis as carrier,1
10.3390/11110904,26370.0,"Copper(II) complexes with ligands derived from 4-amino-2,3-dimethyl-1- phenyl-3-pyrazolin-5-one: Synthesis and biological activity","4-ISOPROPYL-1,3-OXAZOL-5(4H)-ONE DERIVATIVES CONTAINING IN SECOND POSITION A DIARYLSULPHONYL SUBSTITUTE WITH ANTIMICROBIAL ACTION",1
10.3760/cma.j.issn.1009-9158.2019.05.007,21100983354.0,The clinical significance of lnc-DC in plasma for the diagnosis of primary Sjögren's syndrome,Traditional Chinese medicine for treating kidney deficiency and blood stasis syndrome frequent micturition,1
10.2174/1574362410666150514001951,5800173390.0,Intraoperative CT-guided hook-wire localization to facilitate resection of small solitary pulmonary nodule (SPN) by Video-assisted thoracic surgery (VATS): Experience in 42 consecutive patients,Intraoperative spine connecting rod customizing device and system,1
10.1016/0014-2999(89)90256-2,21333.0,Rate-dependent electrophysiological effects of OPC-8212: comparison to sotalol,Antiarrhythmic phenoxyalkylamino derivatives,1
10.1172/JCI.INSIGHT.136012,21100894518.0,"A rational mouse model to detect on-target, off-tumor CAR T cell toxicity",Treatment of cancer using humanized anti-EGFRvIII chimeric antigen receptor,1
10.1186/1477-5956-12-6,14284.0,"Fast fixing and comprehensive identification to help improve real-time ligands discovery based on formaldehyde crosslinking, immunoprecipitation and SDS-PAGE separation",Urine protein marker for ovarian cancer and abdominal cavity transplantation tumors and diagnosis application thereof,1
10.1007/s100470200039,27215.0,The fourth-generation centrifugal blood pump,SEPARATING METHOD OF BLOOD PLASMA AND APPARATUS FOR THE SAME,1
10.1089/ten.tea.2019.0265,11400153316.0,"Chitosan-g-oligo(L,L-lactide) Copolymer Hydrogel Potential for Neural Stem Cell Differentiation",Preparation and application of medical biodegradable insulation gels,1
10.1158/1078-0432.CCR-07-5208,29263.0,BRCA1 5083del19 mutant allele selectively up-regulates periostin expression in vitro and in vivo,MicroRNA signatures in human ovarian cancer,1
10.1016/j.vetmic.2017.06.016,20882.0,Glycan-specificity of four neuraminidase-sensitive animal rotavirus strains,MIXED LIVE ATTENUATED VACCINE COMPOSITION FOR PROTECTING PORCINCE ROTAVIRUS INFECTION,1
10.4268/cjcmn.20111105,22937.0,Preparation and in vitro release characteristics of vincristine sulphate loaded poly (butylcyanoacrylate) nanoparticles,Anti-cancer drug preparation taking Solutol HS 15 as solubilizer,1
10.1081/TXR-120026915,23126.0,Pharmacology and Toxicology of Major Constituents of Marijuana - On the Metabolic Activation of Cannabinoids and Its Mechanism,DEVICE FOR EVALUATION OF CHEMICAL SUBSTANCE AND METHOD FOR EVALUATION OF CHEMICAL SUBSTANCE,1
10.1371/journal.pgen.1004122,4000151808.0,"Coherent Functional Modules Improve Transcription Factor Target Identification, Cooperativity Prediction, and Disease Association",GLOBAL ANALYSIS OF PROTEIN ACTIVITIES USING PROTEOME CHIPS,1
10.1016/j.jep.2020.113507,23015.0,"The water expelling effect evaluation of 3-O-(2′E,4′Z-decadienoyl)-20-O-acetylingenol and ingenol on H22 mouse hepatoma ascites model and their content differences analysis in Euphorbia kansui before and after stir-fried with vinegar by UPLC",Dihydroflavone compound as well as preparation method and application for same,1
10.1016/j.brs.2022.01.002,11700154204.0,Neuronal responses to focused ultrasound are gated by pre-stimulation brain rhythms,METHODS AND SYSTEMS FOR ULTRASOUND ELASTOGRAPHY,1
10.1128/genomeA.01024-17,21100784207.0,"Genome sequence of a novel strain of a Phasi Charoenlike virus identified in Zhanjiang, China",Probe for detecting human papilloma virus HPV39 and kit thereof,1
10.3389/fonc.2021.646141,21100275443.0,Defining the Optimal Method for Measuring Metabolic Tumor Volume on Preoperative <sup>18</sup>F-Fluorodeoxyglucose-Positron Emission Tomography/Computed Tomography as a Prognostic Predictor in Patients With Pancreatic Ductal Adenocarcinoma,PANCREATIC CANCER BIOMARKER,1
10.1016/j.bse.2005.03.006,16857.0,Cycloartane triterpene glycosides from the roots of Astragalus gilvus Boiss,ISOFLAVONES FOR TREATING GIARDIASIS AND MALARIA,1
10.1080/10425170500061681,17427.0,Cloning and Characterization of a novel splice variant of human Rab18 gene (RAB18),A NOVEL POLYPEPTIDE-HUMAN ATP-DEPENDENT HELICASE 31 AND THE POLYNUCLEOTIDE ENCODING SAID POLYPEPTIDE,1
10.3390/toxins5112241,19700188352.0,"Activation of RhoA,B,C by Yersinia Cytotoxic Necrotizing Factor (CNFy) induces apoptosis in LNCaP prostate cancer cells.",MONOCLONAL ANTIBODIES AND SINGLE CHAIN ANTIBODY FRAGMENTS AGAINST CELL-SURFACE PROSTATE SPECIFIC MEMBRANE ANTIGEN,1
10.1371/journal.ppat.1007562,4000151809.0,Structural roles of PCV2 capsid protein nterminus in PCV2 particle assembly and identification of PCV2 type-specific neutralizing epitope,Stable foot-and-mouth disease vaccine composition and application thereof,1
10.1007/s11468-013-9596-9,4700152486.0,Polarization-Dependent Resonance Light Scattering of Biomolecular Layer Coated Gold Nanoshell,Endoscopic submerged long-focus area focused ultrasonic transducer for photoacoustic scanning and imaging of prostate,1
10.1016/j.foodchem.2021.131546,24039.0,"Effects of electrostatic spray drying on the sensory qualities, aroma profile and microstructural features of instant Pu-erh tea",Heat supply formula drying device during glossy ganoderma is drying,1
10.1021/acssynbio.0c00349,21100218506.0,Applications of CRISPR in a Microbial Cell Factory: From Genome Reconstruction to Metabolic Network Reprogramming,Method for increasing quality of hyaluronic acid through fermentation production,1
10.3390/ijerph16234686,144989.0,"Geochemical baseline values determination and evaluation of heavy metal contamination in soils of lanping mining valley (Yunnan province, China)",Testing device for researching influence of indigenous arbuscular mycorrhizal fungi on soil leaching,1
10.3390/diagnostics12112673,21100852989.0,The Construction and Evaluation of a Multi-Task Convolutional Neural Network for a Cone-Beam Computed-Tomography-Based Assessment of Implant Stability,Implanted in vivo electrotransfection device,1
10.1007/s10840-010-9494-4,23879.0,Epicardial versus endocardial permanent pacing in adults with congenital heart disease,ELECTROCARDIOGRAM ANALYTICAL TOOL,1
10.1002/gepi.1370170776,22162.0,Complete genomic screen for disease susceptibility loci in nuclear families,IDENTIFICATION OF GENETIC MARKERS ASSOCIATED WITH PARKINSON DISEASE,1
10.1111/hepr.12696,28373.0,Development of algorithms based on serum markers and transient elastography for detecting significant fibrosis and cirrhosis in chronic hepatitis B patients: Significant reduction in liver biopsy,Air exhausting and temperature measuring pipe for hyperthemal perfusion treatment of abdominal cavity,1
10.1016/j.toxicon.2010.03.007,22319.0,Production and characterization of monoclonal antibodies against vaginolysin: Mapping of a region critical for its cytolytic activity,Single stranded recombinant antibody fragment able to neutralize cytolytic activity of vaginolysin,1
10.1002/mrd.20535,14163.0,Mouse oocytes derived from fetal germ cells are competent to support the development of embryos by in vitro fertilization,KITS AND METHODS FOR REPROGRAMING NON-HEPATOCYTE CELLS INTO HEPATOCYTE CELLS,1
10.1016/j.cbpa.2014.12.036,17399.0,Improving and repurposing biocatalysts via directed evolution,HIGHLY ACTIVE XYLOSE REDUCTASE FROM NEUROSPORA CRASSA,1
10.1016/j.ecoenv.2022.114093,25076.0,Single-nucleus RNA Sequencing reveals the mechanism of cigarette smoke exposure on diminished ovarian reserve in mice,Use of epstein-barr virus miR-BART7 antisense oligonucleotide in preparing drugs for treating nasopharyngeal carcinoma,1
10.1016/j.jplph.2010.05.008,19257.0,The ABRE-binding bZIP transcription factor OsABF2 is a positive regulator of abiotic stress and ABA signaling in rice,Rice OsAGPL1 gene OsAGPL3 gene or OsAGPL4 gene and plant transformed with the same,1
10.1371/journal.pcbi.0030225,4000151810.0,Genetic progression and the waiting time to cancer,SEQUENCE SPECIFIC DNA BINDING BY P53,1
10.1002/smll.200901000,3200147828.0,Complementary electrical and spectroscopic detection assays with on-wire-lithography-based nanostructures,SILVER STAIN REMOVAL FROM DNA DETECTION CHIPS BY CYANIDE ETCHING OR SONICATION,1
10.1007/s10637-020-00951-0,22477.0,Ubiquitin-specific protease 7 is a druggable target that is essential for pancreatic cancer growth and chemoresistance,Endothelial cell markers and kit for predicting cancer immunotherapy effect,1
10.21037/tlcr-21-981,21100448905.0,Rapid genomic profiling of circulating tumor DNA in non-small cell lung cancer using Oncomine Precision Assay with Genexus™ integrated sequencer,Method of diagnosing esophageal cancer,1
10.3892/etm.2016.3269,19700176236.0,Preparation and in vitro evaluation of a biomimetic nanoscale calcium phosphate coating on a polyethylene terephthalate artificial ligament,Tissue repair material in polycomponent amino acid polymers and preparation method thereof,1
10.1016/j.biortech.2015.02.022,15423.0,Bioaugmentation treatment of municipal wastewater with heterotrophic-aerobic nitrogen removal bacteria in a pilot-scale SBR,Intelligent waste material recovery device,1
10.1186/1471-2105-14-123,17929.0,An efficient post-hoc integration method improving peak alignment of metabolomics data from GCxGC/TOF-MS,Cell culture dish and cell sampling method thereof,1
10.1016/0092-8674(93)90110-C,18434.0,Interaction of myogenic factors and the retinoblastoma protein mediates muscle cell commitment and differentiation,IMMORTALIZED CARDIAC STEM CELLS FOR CARDIAC REPAIR,1
10.3892/ol.2017.5740,19700176021.0,Analysis of EGFR mutation status in tissue and plasma for predicting response to EGFR-TKIs in advanced non-small-cell lung cancer,Thymidylate synthase (TS) gene 3'-untranslated region polymorphism detection kit,1
10.1111/jce.14715,23832.0,Ventricular asystole in the presence of a biventricular device,CLOSURE AND ABLATION OF BODY VISCERA AND CONDUITS,1
10.1002/hep.23829,28371.0,Paracrine signals from mesenchymal cell populations govern the expansion and differentiation of human hepatic stem cells to adult liver fates.,Variants of alpha-fetoprotein coding and expression sequences,1
10.1093/ofid/ofac227,21100468501.0,Severe Acute Respiratory Syndrome Coronavirus 2 Neutralization After Messenger RNA Vaccination and Variant Breakthrough Infection,HIV VACCINE IMMUNOGENS,1
10.1016/j.xplc.2021.100263,21101027216.0,The chromosome-level genome assembly of Astragalus sinicus and comparative genomic analyses provide new resources and insights for understanding legume-rhizobial interactions,Modified cereal crop recognition scaffolding factor and method for increasing nodule bacterium colonization number,1
10.15252/msb.20145508,4700152228.0,Rapid neurogenesis through transcriptional activation in human stem cells,MULTILAYER GENETIC SAFETY KILL CIRCUITS BASED ON SINGLE CAS9 PROTEIN AND MULTIPLE ENGINEERED GRNA IN MAMMALIAN CELLS,1
10.1155/2021/5594733,7000153240.0,Automatic detection of obstructive sleep apnea events using a deep CNN-LSTM model,CNN (convolutional neural network) based automatic sleep apnea detection method,1
10.1097/MD.0000000000016817,18387.0,"Bibliometric analysis of oncolytic virus research, 2000 to 2018",Truncated human papillomavirus 45 type L1 protein,1
10.1016/0040-4039(96)01218-X,26514.0,Synthesis of glycerol deuterated ether phospholipids,PHOSPHOLIPID-DETERGENT CONJUGATES AND USES THEREOF,1
10.19526/j.cnki.1005-8915.20180316,21100829255.0,Progress in Research and Development of Anti-HBV Drugs,Composition for treating gastrointestinal diseases and preparation method and application thereof,1
10.1017/S1461145709000455,22452.0,Novel piperazine derivative PMS1339 exhibits tri-functional properties and cognitive improvement in mice,"Application of indole compound as medicine for preventing tumor invasion, metastasis and tissue fibrosis and medicine",1
10.1021/acs.jmedchem.7b00215,23041.0,Pharmaceutical Approaches to Target Antibiotic Resistance Mechanisms,"4,5,6,9-TETRAHYDROPYRROLO[2',3':3,4]CYCLOHEPTA[1,2-D] ISOXAZOLE, PROCESS FOR THEIR PRODUCTION AND THEIR USES AS ANTITUMOR AGENTS",1
10.1002/term.2450,10700153301.0,Collagen scaffold combined with human umbilical cord-derived mesenchymal stem cells promote functional recovery after scar resection in rats with chronic spinal cord injury,Cervical vertebra health care rehabilitation device,1
10.3390/pharmaceutics13010073,19700188360.0,Targeting germ cell tumors with the newly synthesized flavanone-derived compound mlo1302 efficiently reduces tumor cell viability and induces apoptosis and cell cycle arrest,METHODS AND BIOMARKERS FOR DETECTION OF BLADDER CANCER,1
10.2217/fon-2019-0416,4200151510.0,Radiation-induced intestinal damage: Latest molecular and clinical developments,Traditional Chinese medicine composition for treating cancer pain and application thereof,1
10.4049/jimmunol.171.4.1881,21275.0,Studies of structure-activity relations of complement inhibitor compstatin,COMPLEMENT INHIBITORS FOR TREATMENT OF INJURY FORM INTRACEREBRAL HEMORRHAGE,1
10.3892/ol.2016.4892,19700176021.0,Distinctive pattern of let-7 family microRNAs in aggressive carcinoma of the oral tongue in young patients,"MicroRNA patterns for the diagnosis, prognosis and treatment of melanoma",1
10.1007/s11274-008-9732-4,16152.0,Isolation and identification of an arginine deiminase producing strain Pseudomonas plecoglossicida CGMCC2039,Colibacillus engineering bacterium taking glucose as substrate for synthesizing muconic acid,1
10.3390/s22228591,130124.0,Object Relocation Visual Tracking Based on Histogram Filter and Siamese Network in Intelligent Transportation,Brain wave inspection device and method based on artificial intelligence,1
10.1097/CJI.0000000000000357,110112.0,Gutting it Out: Developing Effective Immunotherapies for Patients with Colorectal Cancer,Elution and identification of T cell epitopes from viable cells,1
10.1002/jsfa.6662,33928.0,The effects of RecO deficiency in Lactococcus lactis NZ9000 on resistance to multiple environmental stresses,Lactobacillus casei and breeding method thereof,1
10.1089/dia.2015.0405,25545.0,Accuracy of continuous glucose monitoring in patients after total pancreatectomy with islet autotransplantation,System and Method for Tracking Changes in Average Glycemia in Diabetics,1
10.1111/and.14423,27111.0,Preliminary experience with 3D digital image microscope system on the treatment of varicocele,Transfusion monitoring device based on video images,1
10.1016/j.bmcl.2012.10.120,25788.0,Inhibitors of HIV-1 attachment. Part 10. the discovery and structure-activity relationships of 4-azaindole cores,5-(n-benzyl tetrahydroisoquinolin-6-yl) pyridin-3-yl acetic acid derivatives as inhibitors of human immunodeficiency virus replication,1
10.1016/j.bej.2021.108303,16849.0,Enhanced biosynthesis of D-tagatose from maltodextrin through modular pathway engineering of recombinant Escherichia coli,Lactobacillus reuteri and method for preparing Lactobacillus sugar with Lactobacillus reuteri biologically,1
10.1007/978-1-4939-0928-5_3,12196.0,ELISA-based assay for IP-10 detection from filter paper samples,Skin Testing for tuberculosis in immunocompromised persons.,1
10.1097/IJG.0000000000001157,14481.0,Predicting the Therapeutic Efficacy of Laser Peripheral Iridotomy for Individuals with Asymptomatic Narrow Angle: The Triple Hump Sign,Method and System for Early Diagnosis of Glaucoma and Displaying suspicious Area,1
10.1186/s12967-021-02791-9,16440.0,Prediction of hepatocellular carcinoma risk in patients with chronic liver disease from dynamic modular networks,Application of circumsporozoite protein polypeptide CSP I-plus of plasmodium in preparing medicine for resisting hepatitis virus,1
10.1007/s10147-019-01503-0,29897.0,PLEKHG5 is a novel prognostic biomarker in glioma patients,Application of miRNA in regulation and control of glioma stem cell pre-neuron-mesenchymal transformation,1
10.1161/ATVBAHA.107.149666,22466.0,Evaluation of matrix metalloproteinases in atherosclerosis using a novel noninvasive imaging approach,"NOVEL SUBSTRATES THE FLUORESCENCE OF WHICH IS SUPPRESSED, PREPARATION THEREOF, AND USE THEREOF FOR IDENTIFYING, DETECTING, AND ASSAYING LEGIONELLA PNEUMOPHILIA",1
10.1021/jacs.7b07736,22680.0,The Antibiotic Novobiocin Binds and Activates the ATPase That Powers Lipopolysaccharide Transport,CHEMOENZYMATIC METHODS FOR SYNTHESIZING MOENOMYCIN ANALOGS,1
10.3389/fimmu.2022.918787,21100229161.0,Comprehensive Pneumonitis Profile of Thoracic Radiotherapy Followed by Immune Checkpoint Inhibitor and Risk Factors for Radiation Recall Pneumonitis in Lung Cancer,Use of two microRNA moleculars in lung cancer prognosis and medicine preparation,1
10.1186/s12935-021-01852-9,29094.0,RNA sequencing reveals the expression profiles of circRNA and identifies a four-circRNA signature acts as a prognostic marker in esophageal squamous cell carcinoma,Domestic silkworm cuticle protein BmCP231 promoter as well as recombinant expression vector and application thereof,1
10.4161/hv.23085,21100200427.0,Regulation of HLA-DR peptide occupancy by histone deacetylase inhibitors,High sensitivity measurement of parathyroid hormone-related peptide using LC-MS/MS and associated methods,1
10.1111/jcmm.15128,15852.0,CXCR4-SF1 bifunctional adipose-derived stem cells benefit for the treatment of Leydig cell dysfunction-related diseases,Method for regulating and controlling adipogenic differentiation of mesenchymal stem cells derived from mouse bone parenchyma,1
10.1111/1751-7915.13814,19700175206.0,Repurposing the FDA-approved anticancer agent ponatinib as a fluconazole potentiator by suppression of multidrug efflux and Pma1 expression in a broad spectrum of yeast species,Gene chip kit for detecting bacterium drug resistance genes,1
10.3892/mmr.2016.5158,18800156706.0,TLR2/NFκB signalling regulates endogenous IL-6 release from marrow-derived mesenchymal stromal cells to suppress the apoptosis of PC12 cells injured by oxygen and glucose deprivation,"Recombinant multi-stimulus molecular cell, preparation method and application in NKT cell amplification thereof",1
10.1158/0008-5472.CAN-07-5237,29183.0,"ASAP1, a gene at 8q24, is associated with prostate cancer metastasis",Compositions for reducing hsp27 for the treatment of prostate and other cancers,1
10.1080/21505594.2022.2068489,19700176023.0,Vaccination inducing durable and robust antigen-specific Th1/Th17 immune responses contributes to prophylactic protection against Mycobacterium avium infection but is ineffective as an adjunct to antibiotic treatment in chronic disease,ASSAY FOR ANTIBODIES TO MYCOBACTERIUM PARATUBERCULOSIS,1
10.11569/wcjd.v23.i28.4568,93609.0,Effect of Chinese medicine rectal instillation therapy combined with western medicine on blood biochemical parameters in patients with cholestatic infant hepatitis syndrome,Traditional Chinese medicine composition for treating liver cirrhosis portal hypertension,1
10.1016/j.biortech.2019.121472,15423.0,Maximizing biomass and lipid production in Ettlia sp. by ultraviolet stress in a continuous culture,A LOW-COST PHOTOBIOREACTOR FOR THE PREVENTION OF SURFACE WALL GROWTH,1
10.1161/01.RES.0000013289.97650.C8,23063.0,Characterization of the mouse aortic carboxypeptidase-like protein promoter reveals activity in differentiated and dedifferentiated vascular smooth muscle cells,Smooth muscle cell LIM protein,1
10.1016/0008-6215(83)88409-2,25803.0,"Chemical modification of the C-6 substituent in the carbohydrate moiety of N-acetylmuramoyl-l-alanyl-d-isoglutamine (MDP), and the immunoadjuvant activity",SPECIFIC MEASUREMENT OF ALLERGIC REACTION INDUCING IGE,1
10.1007/s11306-014-0766-3,130171.0,Comparative metabolomics analysis of the key metabolic nodes in propionic acid synthesis in Propionibacterium acidipropionici,Recombinant escherichia coli for high yield of L-tryptophan and construction method thereof,1
10.1016/j.nicl.2021.102890,21100222534.0,Fast and equilibrium CEST imaging of brain tumor patients at 3T,Method and device for reconstruction in dynamic magnetic resonance imaging,1
10.1038/nbt0797-641,16115.0,Engineering of in vivo immune responses to DNA immunization via codelivery of costimulatory molecule genes,NUCLEIC ACID MOLECULE ENCODING HEPATITIS B VIRUS CORE PROTEIN AND VACCINE COMPRISING THE SAME,1
10.1002/ijc.2910500623,29873.0,Anti‐idiotype vaccine against Hodgkin's lymphoma: Induction of B‐ and T‐cell immunity across species barriers against cd30 antigen by murine monoclonal internal image antibodies,Multivalent antibody materials and methods for VEGF/PDGF family of growth factors,1
10.1002/smll.201200772,3200147828.0,Understanding the antibacterial mechanism of CuO nanoparticles: Revealing the route of induced oxidative stress,Sonochemical coating of textiles with metal oxide nanoparticles for antimicrobial fabrics,1
10.3390/ijms20092314,25879.0,Pioglitazone improves the function of human mesenchymal stem cells in chronic kidney disease patients,3D Differentiation method of securing large amount of microglia cells by using 3D organoids prepared from human pluripotent stem cells,1
10.1016/j.drudis.2007.02.015,21196.0,Support vector machines approach for predicting druggable proteins: recent progress in its exploration and investigation of its usefulness,"Small-scale schizophrenia biomarker combination based on intestinal flora, and applications thereof, and mOTU screening method",1
10.1039/d0tb01478h,21100229202.0,Temperature-triggered attachment and detachment of general human bio-foulants on zwitterionic polydimethylsiloxane,"Leukocyte capture or separation polymer, apparatus, manufacturing method and use thereof",1
10.1177/1534735419864434,29872.0,Identification of Prognostic Biomarkers and Drugs Targeting Them in Colon Adenocarcinoma: A Bioinformatic Analysis,"Gene for osteosarcoma typing and osteosarcoma prognosis evaluation, and application thereof",1
10.1016/j.procbio.2015.05.008,16134.0,Heterologous β-glucosidase in a fungal cellulase system: Comparison of different methods for development of multienzyme cocktails,Construction of highly efficient cellulase compositions for enzymatic hydrolysis of cellulose,1
10.1128/CVI.00250-09,4000148706.0,Intranasal immunization of mice with a bovine respiratory syncytial virus vaccine induces superior immunity and protection compared to those by subcutaneous delivery or combinations of intranasal and subcutaneous prime-boost strategies,CHIMERIC ADENOVIRUS CAPSID PROTEINS,1
10.3109/08820139.2011.622828,20809.0,Tolerogenic DNA vaccine for prevention of autoimmune ovarian disease,Immature oocyte in-vitro maturation culture solution and application thereof,1
10.1002/cncr.25594,28785.0,Integrative genomic characterization and a genomic staging system for gastrointestinal stromal tumors,Tumor gene expression data feature selection method based on locally linear embedding algorithm,1
10.2337/diab.43.5.730,25487.0,Six mutations in the glucokinase gene identified in MODY by using a nonradioactive sensitive screening technique,HUMAN DIABETES SUSCEPTIBILITY SEMA6D GENE,1
10.1111/j.1365-2249.2009.04026.x,20734.0,"Natural antibodies, intravenous immunoglobulin and their role in autoimmunity, cancer and inflammation",METHODS AND PHARMACEUTICAL COMPOSITIONS FOR THE TREATMENT OF CANCER,1
10.1111/j.1476-5381.2009.00238.x,20084.0,"Characterization of ZK 245186, a novel, selective glucocorticoid receptor agonist for the topical treatment of inflammatory skin diseases","Leukotriene B4 derivatives, in particular oximo-LTB4- antagonists",1
10.1093/tropej/fml028,15119.0,The combined antenatal corticosteroids and vitamin K therapy for preventing periventricular-intraventricular hemorrhage in premature newborns less than 35 weeks gestation,Dihydroflavone compound as well as preparation method and application for same,1
10.1016/j.molcatb.2010.11.009,17619.0,Enzymatic transformation of 2-O-α-d-glucopyranosyl-L-ascorbic acid (AA-2G) by immobilized α-cyclodextrin glucanotransferase from recombinant Escherichia coli,Method for regulating expression of protein of interest in bacillus subtilis,1
10.1021/ja030087z,22680.0,Manadomanzamines A and B: A Novel Alkaloid Ring System with Potent Activity against Mycobacteria and HIV-1,Use of 5 - Fluoro -2'deoxy-3' thiacytidine for the treatment of hepatitis B,1
10.1016/j.jep.2013.09.056,23015.0,Lysimachia clethroides Duby extract attenuates inflammatory response in Raw 264.7 macrophages stimulated with lipopolysaccharide and in acute lung injury mouse model,PHARMACEUTICAL COMPOSITION FOR PROPHYLAXIS AND TREATMENT OF ACNE SKIN EXTERNAL PREPARATION AND METHOD FOR PRODUCING EXTRACT OF PHYSOSTEGIA VIRGINIANA,1
10.3892/mmr.2012.808,18800156706.0,Antitumor effects of ginsenoside Rg3 on human hepatocellular carcinoma cells,Yang-strengthening radix ginseng wine and preparation method thereof,1
10.1158/1055-9965.EPI-08-0715,29124.0,"Nipple aspirate fluid collection, related factors and relationship between carcinoembryonic antigen in nipple aspirate fluid and breast diseases in women in Harbin, PRC","Elaeagnus umbellate extract, preparation method and application thereof and agent containing same and used for external use on skin",1
10.1080/10255842.2010.502531,17954.0,Computational haemodynamics in two idealised cerebral wide-necked aneurysms after stent placement,Aneurysm rupture risk assessment method and system,1
10.1038/s41419-022-04827-4,19700201211.0,xCT contributes to colorectal cancer tumorigenesis through upregulation of the MELK oncogene and activation of the AKT/mTOR cascade,Application in precise treatment based on hepatocellular carcinoma guidance and kit using application,1
10.1074/jbc.M807497200,17592.0,Role of Src signal transduction pathways in scatter factor-mediated cellular protection,ESTROGEN SIGNALLING PATHWAY REGULATORS AND USES THEREOF,1
10.1002/adhm.201601457,21100225611.0,Hierarchical Micro/Nanofibrous Bioscaffolds for Structural Tissue Regeneration,Preparation method of micro-nano fiber for micro-environment responsive immune regulation and nerve regeneration promotion,1
